0.37234	0.2	0.186047	0.201087	0.290899	0.535714	0.416667	0	ford pinto	0.436438
0.159574	0.6	0.470284	0.293478	0.488517	0.535714	0.333333	0	chevrolet nova	0.3073
0.638298	0.2	0.059432	0.038043	0.051602	0.565476	0.416667	1	honda civic cvcc	0.600411
0.25266	1	0.754522	0.565217	0.659768	0.297619	0.75	0	chrysler lebaron town @ country (sw)	0.249087
0.132979	1	0.96124	0.918478	0.76524	0.029762	0	0	plymouth fury iii	0.004524
0.239362	1	0.645995	0.565217	0.51687	0.178571	0	0	plymouth satellite	0.128979
0.452128	0.2	0.077519	0.23913	0.18486	0.446429	0.25	0.5	fiat 124 sport coupe	0.476999
0.484043	0.2	0.18863	0.13587	0.447122	1	0.75	0.5	peugeot 504	0.522861
0.531915	0.2	0.056848	0.130435	0.091863	0.369048	0.5	0.5	vw rabbit	0.590062
0.425532	0.6	0.29199	0.347826	0.377658	0.5	1	0	buick century limited	0.475811
0.611702	0.2	0.007752	0.103261	0.063227	0.77381	0.333333	1	toyota corolla 1200	0.579792
0.132979	1	0.604651	0.494565	0.688687	0.386905	0.25	0	ford gran torino	0.158964
0.345745	0.2	0.103359	0.26087	0.217182	0.505952	0.25	1	datsun 610	0.504504
0.478723	0.2	0.074935	0.228261	0.138078	0.505952	0.166667	1	toyota corolla 1600 (sw)	0.507173
0.265957	0.2	0.136951	0.358696	0.355826	0.446429	0.25	0.5	volvo 144ea	0.429238
0.558511	0.2	0.077519	0.119565	0.153672	0.505952	0.666667	0	chevrolet chevette	0.57792
0.468085	1	0.728682	0.320652	0.598809	0.654762	0.916667	0	oldsmobile cutlass ls	0.32979
0.18617	1	0.645995	0.565217	0.730649	0.297619	0.5	0	dodge coronet brougham	0.197651
0.396277	0.2	0.131783	0.277174	0.224553	0.410714	0.666667	1	datsun 200-sx	0.58181
0.398936	0.2	0.170543	0.271739	0.308761	0.327381	0.416667	1	toyota corona	0.509682
0.106383	1	0.857881	0.565217	0.808336	0.238095	0.25	0	chevrolet caprice classic	0.111148
0.106383	1	0.604651	0.456522	0.639921	0.416667	0.5	0	ford f108	0.231224
0.079787	1	1	0.972826	0.946413	0.178571	0.25	0	buick electra 225 custom	0.028108
0.478723	0.2	0.186047	0.217391	0.333711	0.452381	1	0	ford mustang gl	0.559994
